Source ,Page number,Order,Week,Day,Type,Lexicality,Orthography,Phonology,Flag for Discussion,Notes,Mismatch with CMU Transcription,Coder(s)
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,51/64,25,3,4,Rule example word,Word,nod,nɑd,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,51/64,25,3,4,Rule example word,Word,not,nɑt,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,51,25,3,4,Rule example word,Word,pod,pɑd,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,51/64,25,3,4,Rule example word,Word,pop,pɑp,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,51,25,3,4,Rule example word,Word,pot,pɑt,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,51,25,3,4,Rule example word,Word,rod,ɹɑd,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,51/64,25,3,4,Rule example word,Word,top,tɑp,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,51,25,3,4,Rule example word,Word,dock,dɑk,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,51,25,3,4,Rule example word,Word,mock,mɑk,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,51,25,3,4,Rule example word,Word,rock,ɹɑk,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,51,25,3,4,Rule example word,Word,sock,sɑk,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,51,25,3,4,Rule example word,Word,tock,tɑk,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,51,25,3,4,Rule example word,Word,drop,dʒɹɑp,Exception that isn't mentioned as such,We've coded /tr/ and /dr/ word-initial clusters as affricates as this is how they are generally pronounced in NA English and there is some evidence that this may be relevant for children learning to spell ,1 - dɹɑp,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,51/64,25,3,4,Rule example word,Word,pond,pɑnd,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,51/64,25,3,4,Rule example word,Word,spot,spɑt,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,51/64,25,3,4,Rule example word,Word,stop,stɑp,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,51,25,3,4,Rule example word,Word,trod,tʃɹɑd,Exception that isn't mentioned as such,We've coded /tr/ and /dr/ word-initial clusters as affricates as this is how they are generally pronounced in NA English and there is some evidence that this may be relevant for children learning to spell ,1 - tɹɑd,EA/HR/IC
The Phonics Handbook (in print letters): Section 2 Sound Sheets,64,25,3,4,Rule example word,Word,dot,dɑt,,,0,EA/HR/IC
The Phonics Handbook (in print letters): Section 2 Sound Sheets,64,25,3,4,Rule example word,Word,comic,kɑmɪk,,,0,EA/HR/IC
The Phonics Handbook (in print letters): Section 2 Sound Sheets,64,25,3,4,Rule example word,Word,pots,pɑts,,,0,EA/HR/IC
The Phonics Handbook (in print letters): Section 2 Sound Sheets,64,25,3,4,Rule example word,Word,dogs,dɑgz,Exception that isn't mentioned as such,Haven't explicitly learned /z/ for <s> at the end of some words,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,52/66,26,3,5,Rule,GPC,u,ʌ,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,52/66,27,3,5,Rule example word,Word,up,ʌp,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,52/66,27,3,5,Rule example word,Word,us,ʌs,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,52/67,27,3,5,Rule example word,Word,cup,kʌp,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,52/66,27,3,5,Rule example word,Word,cut,kʌt,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,52/67,27,3,5,Rule example word,Word,dug,dʌg,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,52/66,27,3,5,Rule example word,Word,hug,hʌg,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,52/66,27,3,5,Rule example word,Word,hum,hʌm,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,52,27,3,5,Rule example word,Word,hut,hʌt,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,52/66,27,3,5,Rule example word,Word,mud,mʌd,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,52,27,3,5,Rule example word,Word,mug,mʌg,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,52/66,27,3,5,Rule example word,Word,nut,nʌt,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,52,27,3,5,Rule example word,Word,pup,pʌp,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,52,27,3,5,Rule example word,Word,rug,ɹʌg,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,52/66,27,3,5,Rule example word,Word,run,ɹʌn,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,52,27,3,5,Rule example word,Word,sum,sʌm,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,52/67,27,3,5,Rule example word,Word,sun,sʌn,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,52,27,3,5,Rule example word,Word,tug,tʌg,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,52,27,3,5,Rule example word,Word,duck,dʌk,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,52,27,3,5,Rule example word,Word,muck,mʌk,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,52,27,3,5,Rule example word,Word,suck,sʌk,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,52,27,3,5,Rule example word,Word,dump,dʌmp,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,52,27,3,5,Rule example word,Word,dusk,dʌsk,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,52/66,27,3,5,Rule example word,Word,dust,dʌst,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,52,27,3,5,Rule example word,Word,hump,hʌmp,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,52,27,3,5,Rule example word,Word,hunt,hʌnt,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,52,27,3,5,Rule example word,Word,must,mʌst,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,52,27,3,5,Rule example word,Word,pump,pʌmp,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,52,27,3,5,Rule example word,Word,snug,snʌg,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,52,27,3,5,Rule example word,Word,tusk,tʌsk,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,52,27,3,5,Rule example word,Word,stuck,stʌk,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,52,27,3,5,Rule example word,Word,truck,tʃɹʌk,Exception that isn't mentioned as such,We've coded /tr/ and /dr/ word-initial clusters as affricates as this is how they are generally pronounced in NA English and there is some evidence that this may be relevant for children learning to spell ,1 - tɹʌk,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,52,27,3,5,Rule example word,Word,crust,kɹʌst,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,52,27,3,5,Rule example word,Word,skunk,skʌŋk,Exception that isn't mentioned as such,"<n> pronounced as /ŋ/, which isn't the rule that they learned",0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,52,27,3,5,Rule example word,Word,stump,stʌmp,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,52,27,3,5,Rule example word,Word,trust,tʃɹʌst,Exception that isn't mentioned as such,We've coded /tr/ and /dr/ word-initial clusters as affricates as this is how they are generally pronounced in NA English and there is some evidence that this may be relevant for children learning to spell ,1 - tɹʌst,EA/HR/IC
The Phonics Handbook (in print letters): Section 2 Sound Sheets,66,27,3,5,Rule example word,Word,upset,ʌpsɛt,,,0,EA/HR/IC
The Phonics Handbook (in print letters): Section 2 Sound Sheets,66,27,3,5,Rule example word,Word,pumpkin,pʌmpkɪn,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,53/68,28,4,1,Rule,GPC,l,l,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,53,29,4,1,Alternative-implicit,GPC,ll,l,,,0,
Jolly Phonics Teacher's Book: Student Book 1,53,29,4,1,Rule example word,Word,ill,ɪl,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,53,29,4,1,Rule example word,Word,lad,læd,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,53/68,29,4,1,Rule example word,Word,lap,læp,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,53,29,4,1,Rule example word,Word,led,lɛd,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,53/69,29,4,1,Rule example word,Word,leg,lɛg,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,53/68,29,4,1,Rule example word,Word,let,lɛt,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,53/68,29,4,1,Rule example word,Word,lid,lɪd,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,53,29,4,1,Rule example word,Word,lip,lɪp,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,53,29,4,1,Rule example word,Word,lit,lɪt,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,53,29,4,1,Rule example word,Word,log,lɑg,,,1 - lɔg,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,53/68,29,4,1,Rule example word,Word,lot,lɑt,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,53,29,4,1,Rule example word,Word,doll,dɑl,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,53,29,4,1,Rule example word,Word,hill,hɪl,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,53,29,4,1,Rule example word,Word,kill,kɪl,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,53,29,4,1,Rule example word,Word,lick,lɪk,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,53,29,4,1,Rule example word,Word,lock,lɑk,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,53,29,4,1,Rule example word,Word,loss,lɑs,,,1 - lɔs,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,53,29,4,1,Rule example word,Word,luck,lʌk,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,53,29,4,1,Rule example word,Word,mill,mɪl,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,53,29,4,1,Rule example word,Word,pill,pɪl,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,53,29,4,1,Rule example word,Word,till,tɪl,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,53/68,29,4,1,Rule example word,Word,clap,klæp,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,53,29,4,1,Rule example word,Word,clip,klɪp,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,53,29,4,1,Rule example word,Word,clog,klɑg,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,53/68,29,4,1,Rule example word,Word,glad,glæd,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,53,29,4,1,Rule example word,Word,glum,glʌm,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,53,29,4,1,Rule example word,Word,held,hɛld,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,69,29,4,1,Rule example word,Word,help,hɛlp,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,53,29,4,1,Rule example word,Word,lent,lɛnt,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,53/68,29,4,1,Rule example word,Word,list,lɪst,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,53,29,4,1,Rule example word,Word,lump,lʌmp,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,53,29,4,1,Rule example word,Word,milk,mɪlk,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,53/69,29,4,1,Rule example word,Word,plan,plæn,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,53,29,4,1,Rule example word,Word,plot,plɑt,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,53/68,29,4,1,Rule example word,Word,plug,plʌg,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,53,29,4,1,Rule example word,Word,plum,plʌm,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,53,29,4,1,Rule example word,Word,plus,plʌs,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,53,29,4,1,Rule example word,Word,slam,slæm,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,53/68,29,4,1,Rule example word,Word,slip,slɪp,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,53,29,4,1,Rule example word,Word,slug,slʌg,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,53,29,4,1,Rule example word,Word,click,klɪk,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,53,29,4,1,Rule example word,Word,clock,klɑk,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,53,29,4,1,Rule example word,Word,smell,smɛl,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,53,29,4,1,Rule example word,Word,spell,spɛl,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,53,29,4,1,Rule example word,Word,slept,slɛpt,,,0,EA/HR/IC
The Phonics Handbook (in print letters): Section 2 Sound Sheets,68,29,4,1,Rule example word,Word,lollipop,lɑlipɑp,Exception that isn't mentioned as such,Haven't learned <i> as /i/ sound yet,0,EA/HR/IC
The Phonics Handbook (in print letters): Section 2 Sound Sheets,69,29,4,1,Rule example word,Word,lips,lɪps,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,54/70,30,4,2,Rule,GPC,f,f,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,54,31,4,2,Rule example word,Word,elf,ɛlf,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,54/70,31,4,2,Rule example word,Word,fan,fæn,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,54/71,31,4,2,Rule example word,Word,fat,fæt,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,54,31,4,2,Rule example word,Word,fed,fɛd,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,54,31,4,2,Rule example word,Word,fig,fɪg,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,54/70,31,4,2,Rule example word,Word,fin,fɪn,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,71,31,4,2,Rule example word,Word,fit,fɪt,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,54/70,31,4,2,Rule example word,Word,fog,fɑg,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,54/70,31,4,2,Rule example word,Word,fun,fʌn,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,54,31,4,2,Rule example word,Word,fell,fɛl,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,54,31,4,2,Rule example word,Word,fill,fɪl,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,54,31,4,2,Rule example word,Word,fuss,fʌs,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,54/71,31,4,2,Alternative-implicit,GPC,ff,f,,,0,
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,54/71,31,4,2,Rule example word,Word,puff,pʌf,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,54,31,4,2,Rule example word,Word,felt,fɛlt,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,54,31,4,2,Rule example word,Word,film,fɪlm,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,54,31,4,2,Rule example word,Word,fist,fɪst,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,54/70,31,4,2,Rule example word,Word,flag,flæg,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,54,31,4,2,Rule example word,Word,flap,flæp,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,54,31,4,2,Rule example word,Word,flat,flæt,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,54,31,4,2,Rule example word,Word,flop,flɑp,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,54/70,31,4,2,Rule example word,Word,frog,fɹɑg,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,54,31,4,2,Rule example word,Word,from,fɹʌm,Exception that isn't mentioned as such,"<o> was learned as the sound /ɑ/, not /ʌ/",0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,54,31,4,2,Rule example word,Word,fund,fʌnd,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,54/70,31,4,2,Rule example word,Word,gift,gɪft,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,54,31,4,2,Rule example word,Word,golf,gɑlf,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,54,31,4,2,Rule example word,Word,left,lɛft,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,54/70,31,4,2,Rule example word,Word,lift,lɪft,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,54,31,4,2,Rule example word,Word,loft,lɑft,,,1 - lɔft,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,54,31,4,2,Rule example word,Word,self,sɛlf,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,54/70 + 71,31,4,2,Rule example word,Word,soft,sɑft,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,54,31,4,2,Rule example word,Word,tuft,tʌft,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,54,31,4,2,Rule example word,Word,flock,flɑk,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,54,31,4,2,Rule example word,Word,frost,fɹɑst,,,1 - fɹɔst,EA/HR/IC
The Phonics Handbook (in print letters): Section 2 Sound Sheets,70,31,4,2,Rule example word,Word,fantastic,fæntæstɪk,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,55/72,32,4,3,Rule,GPC,b,b,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,55,33,4,3,Rule example word,Word,bad,bæd,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,55/73,33,4,3,Rule example word,Word,bag,bæg,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,55,33,4,3,Rule example word,Word,ban,bæn,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,55/72,33,4,3,Rule example word,Word,bat,bæt,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,55/72,33,4,3,Rule example word,Word,bed,bɛd,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,55,33,4,3,Rule example word,Word,beg,bɛg,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,55,33,4,3,Rule example word,Word,bet,bɛt,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,55,33,4,3,Rule example word,Word,bib,bɪb,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,55/72+73,33,4,3,Rule example word,Word,big,bɪg,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,55,33,4,3,Rule example word,Word,bin,bɪn,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,55,33,4,3,Rule example word,Word,bit,bɪt,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,55,33,4,3,Rule example word,Word,bud,bʌd,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,55/72,33,4,3,Rule example word,Word,bug,bʌg,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,55/72,33,4,3,Rule example word,Word,bus,bʌs,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,55,33,4,3,Rule example word,Word,but,bʌt,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,55,33,4,3,Rule example word,Word,cab,kæb,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,55/73,33,4,3,Rule example word,Word,cub,kʌb,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,55,33,4,3,Rule example word,Word,rob,ɹɑb,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,55,33,4,3,Rule example word,Word,rub,ɹʌb,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,55,33,4,3,Rule example word,Word,back,bæk,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,55,33,4,3,Rule example word,Word,bell,bɛl,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,55,33,4,3,Rule example word,Word,bill,bɪl,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,55,33,4,3,Rule example word,Word,boss,bɑs,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,55,33,4,3,Rule example word,Word,buck,bʌk,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,55/72,33,4,3,Rule example word,Word,belt,bɛlt,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,55,33,4,3,Rule example word,Word,bend,bɛnd,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,55,33,4,3,Rule example word,Word,bent,bɛnt,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,55,33,4,3,Rule example word,Word,best,bɛst,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,55,33,4,3,Rule example word,Word,bulb,bʌlb,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,55/72,33,4,3,Rule example word,Word,bump,bʌmp,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,55/72,33,4,3,Rule example word,Word,club,klʌb,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,73,33,4,3,Rule example word,Word,crab,kɹæb,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,55,33,4,3,Rule example word,Word,crib,kɹɪb,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,55,33,4,3,Rule example word,Word,grab,gɹæb,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,55,33,4,3,Rule example word,Word,scab,skæb,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,55,33,4,3,Rule example word,Word,black,blæk,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,55,33,4,3,Rule example word,Word,block,blɑk,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,55,33,4,3,Rule example word,Word,brick,bɹɪk,,,0,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1,55,33,4,3,Rule example word,Word,blend,blɛnd,,,0,EA/HR/IC
The Phonics Handbook (in print letters): Section 2 Sound Sheets,72,33,4,3,Rule example word,Word,habit,hæbɪt,,,1 - hæbʌt,EA/HR/IC
The Phonics Handbook (in print letters): Section 2 Sound Sheets,72,33,4,3,Alternative-implicit,GPC,bb,b,,,0,
The Phonics Handbook (in print letters): Section 2 Sound Sheets,72,33,4,3,Rule example word,Word,rabbit,ɹæbɪt,,,1 - ɹæbʌt,EA/HR/IC
Jolly Phonics Teacher's Book: Student Book 1/The Phonics Handbook (in print letters): Section 2 Sound Sheets,56/74,34,4,4,Rule,GPC,ai,eɪ,,,0,EA/HR/IC
